,,Daunel:LFHD,,,Daunel:RFHD,,,Daunel:LBHD,,,Daunel:RBHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,,Daunel:LFHD,,
Frame,Sub Frame, X, Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
604,0,454.913,-1178.72,1695.22,482.583,-1326.93,1727.03,324.714,-1231.16,1672.82,361.495,-1360.48,1679.38,279.689,-1318.53,1503.12,217.148,-1349.69,1238.93,442.094,-1299.66,1431.4,483.157,-1298.65,1311.1,233.171,-1411.6,1420.43,318.008,-1170.66,1478.88,252.847,-1049.45,1259.6,263.8,-1030.67,1082.28,360.762,-995.255,1044.38,536.261,-1041.45,995.731,478.705,-1004.75,965.882,580.182,-1009.51,923.736,378.347,-1493.57,1490.88,313.353,-1621.9,1308.16,233.743,-1638.04,1163.1,,,,375.438,-1641.25,930.995,301.364,-1684.41,939.691,363.506,-1697.71,837.17,376.075,-1167.11,976.053,471.185,-1472.47,998.071,200.848,-1330.25,1056.02,223.17,-1403.38,1058.55,326.501,-1180.95,710.13,295.805,-1225.18,436.784,195.828,-1248.08,321.334,52.8532,-1302.42,141.503,-24.1745,-1346.22,191.543,112.743,-1330.17,78.0479,521.318,-1496.97,813.491,627.954,-1453.4,572.557,664.898,-1468.3,409.404,701.934,-1462.36,154.045,606.027,-1450.91,187.635,759.835,-1425.35,115.465
605,0,465.655,-1179.29,1696.39,495.414,-1327.14,1728,336.283,-1233.6,1673.57,374.965,-1362.35,1679.89,292.73,-1320.08,1503.5,230.655,-1350.83,1239.17,455.269,-1299.87,1432.22,496.55,-1298.59,1312.1,247.283,-1413.29,1420.61,330.136,-1172.04,1479.71,262.781,-1053.37,1259.92,272.416,-1035.75,1082.68,367.866,-998.231,1043.2,543.166,-1040.69,990.892,484.273,-1005.23,962.342,584.641,-1007.87,918.024,392.858,-1494.31,1491.5,332.319,-1622.79,1306.82,254.189,-1639.25,1161.21,,,,396.755,-1640.5,929.632,323.225,-1684.77,938.165,385.977,-1697.33,835.831,390.01,-1168.21,976.417,485.259,-1472.75,999.655,214.58,-1330.73,1055.21,236.492,-1403.79,1058.66,346.117,-1180.05,709.376,318.411,-1222.3,437.583,213.832,-1247.03,327.122,64.3991,-1304.08,152.948,-9.2059,-1348.86,207.808,119.919,-1331.15,84.8821,535.825,-1497.83,814.763,641.685,-1453.75,573.147,675.745,-1468.45,408.967,705.305,-1462.02,153.485,614.546,-1451.04,189.995,761.903,-1424.67,114.202
606,0,476.14,-1179.62,1698.18,507.887,-1327.36,1729.14,347.527,-1235.86,1674.56,388.158,-1364.04,1680.4,305.594,-1321.51,1504.17,243.889,-1352.12,1239.67,468.137,-1299.84,1433.24,509.558,-1298.21,1313.22,261.35,-1415.02,1421.03,341.822,-1173.26,1480.84,272.748,-1057,1260.49,280.835,-1040.92,1083.41,374.354,-1001.08,1042.06,549.446,-1039.91,985.799,489.154,-1005.72,958.595,588.57,-1006.12,911.915,407.503,-1494.87,1492.44,351.415,-1623.37,1305.76,274.83,-1640.14,1159.64,,,,418.595,-1639.34,928.858,345.666,-1684.78,937.031,409.128,-1696.55,835.09,403.832,-1169.35,977.184,498.887,-1473.05,1000.78,228.018,-1331.86,1054.81,249.61,-1404.56,1059.03,365.662,-1178.74,709.049,340.958,-1219.42,439.027,232.799,-1246.33,333.017,77.8679,-1305.99,164.957,7.84984,-1352.06,223.97,129.261,-1332.1,92.7214,549.785,-1499.02,815.666,654.892,-1454.68,573.505,685.448,-1468.81,408.602,707.826,-1460.19,152.256,622.264,-1449.04,191.635,762.93,-1423.26,113.426
607,0,486.46,-1180.02,1700.26,520.114,-1327.4,1730.48,358.777,-1237.87,1675.73,401.065,-1365.51,1681.09,318.315,-1322.95,1505.1,256.913,-1353.6,1240.47,480.722,-1299.52,1434.6,522.242,-1297.42,1314.51,275.187,-1416.86,1421.96,353.133,-1174.24,1482.2,282.602,-1060.16,1261.32,289.149,-1046.12,1084.35,380.511,-1004.03,1040.78,555.094,-1039.12,980.387,493.39,-1006.26,954.586,591.54,-1004.65,905.287,422.304,-1495.2,1493.49,370.589,-1623.69,1305.1,295.497,-1640.62,1158.23,,,,440.831,-1638.04,928.556,368.587,-1684.38,936.307,432.949,-1695.23,834.821,417.26,-1170.17,978.115,512.177,-1473.58,1002.14,241.159,-1333.06,1054.92,262.697,-1405.53,1059.67,384.413,-1177.04,709.376,363.424,-1216.19,441.023,252.821,-1245.55,339.016,92.8891,-1307.89,176.449,26.6925,-1356.07,238.974,140.802,-1332.42,101.113,563.064,-1499.93,816.698,666.906,-1454.97,573.764,693.577,-1469.09,408.731,709.62,-1459.56,152.098,627.264,-1447,192.778,764.052,-1422.53,112.691
608,0,496.735,-1180.17,1702.4,532.172,-1327.27,1732.02,369.831,-1239.59,1677.32,413.787,-1366.67,1682.11,330.836,-1324.21,1506.33,269.847,-1355.08,1241.54,492.974,-1298.93,1436.15,534.654,-1296.38,1316.1,288.903,-1418.82,1423.14,364.021,-1174.99,1483.66,292.288,-1062.96,1262.21,297.34,-1051.17,1085.46,386.316,-1006.99,1039.61,560.052,-1038.34,974.864,496.954,-1006.86,950.697,593.743,-1003.05,898.92,437.126,-1495.27,1494.81,389.705,-1623.79,1304.84,316.041,-1640.91,1157.15,,,,463.614,-1636.09,928.989,391.875,-1683.55,936.011,457.359,-1693.35,835.073,430.353,-1170.64,979.534,525.271,-1474.15,1003.59,254.186,-1334.33,1055.25,275.629,-1406.31,1060.79,402.352,-1175.66,710.591,385.931,-1213.17,443.768,273.501,-1244.48,345.003,109.897,-1310.81,186.98,46.912,-1360.26,252.192,154.855,-1332.49,109.885,575.335,-1500.67,817.558,677.995,-1455.48,574.571,701.068,-1469.16,408.861,711.24,-1459.68,152.336,628.823,-1445.51,194.329,764.943,-1422.18,112.16
609,0,506.84,-1180.04,1704.69,544.078,-1326.86,1733.77,380.797,-1241.05,1679.1,426.333,-1367.49,1683.45,343.081,-1325.38,1507.8,282.564,-1356.6,1243.02,504.93,-1298.01,1437.8,546.762,-1295.03,1317.74,302.486,-1420.71,1424.57,374.578,-1175.63,1485.33,301.745,-1065.41,1263.07,305.519,-1056.14,1086.76,391.818,-1009.91,1038.59,564.482,-1037.6,969.157,499.941,-1007.4,946.659,595.279,-1001.47,892.514,451.739,-1495.18,1496.47,408.612,-1623.54,1305.04,336.428,-1641.09,1156.41,,,,486.499,-1633.83,930.032,415.428,-1682.28,936.172,482.202,-1690.94,836.084,442.978,-1171.15,981.484,538.449,-1475.11,1005.04,267.078,-1335.5,1055.9,289.026,-1407.08,1062.17,419.575,-1174.29,712.184,408.164,-1210.64,446.927,294.685,-1243.91,350.818,128.717,-1313.21,196.586,68.6708,-1364.86,263.013,172.103,-1331.62,118.168,586.651,-1501.57,818.349,687.695,-1455.96,574.691,707.492,-1469.49,408.673,712.975,-1458.95,151.837,628.318,-1444.55,195.342,765.724,-1421.24,111.723
610,0,516.853,-1179.67,1707.11,555.806,-1326.14,1735.8,391.546,-1242.1,1681.24,438.554,-1368.04,1685.25,355.073,-1326.32,1509.73,295.182,-1358.08,1244.8,516.57,-1296.73,1439.61,558.57,-1293.36,1319.63,315.92,-1422.41,1426.22,384.813,-1176.01,1487.05,310.89,-1067.84,1264.05,313.621,-1060.92,1088.13,397.03,-1012.87,1037.62,568.332,-1036.8,963.389,502.442,-1008.02,942.66,595.999,-999.835,885.957,466.324,-1494.74,1498.38,427.362,-1623.17,1305.7,356.805,-1641.02,1156.09,,,,509.569,-1630.92,931.406,439.148,-1680.55,936.837,507.466,-1687.78,837.409,455.686,-1171.83,983.253,550.707,-1475.71,1006.05,279.808,-1336.63,1057.07,301.595,-1408.15,1064.16,436.236,-1172.96,714.294,429.978,-1207.93,450.911,316.322,-1244.11,356.111,149.184,-1315.27,204.551,92.1334,-1370.91,270.242,192.015,-1329.35,125.452,597.289,-1502.49,819.011,696.388,-1456.62,574.368,714.091,-1469.4,408.031,714.871,-1458.12,151.311,627.356,-1444.42,195.795,766.305,-1420.54,111.407
611,0,526.589,-1178.92,1709.83,567.307,-1325,1738.19,402.091,-1242.85,1683.62,450.693,-1368.24,1687.41,366.955,-1327.14,1511.87,307.479,-1359.3,1246.63,527.854,-1295.3,1441.71,570.064,-1291.47,1321.73,329.219,-1424,1428.26,394.709,-1176.33,1489.03,319.69,-1070.1,1265.2,321.521,-1065.68,1089.64,401.972,-1015.81,1036.8,571.582,-1036.06,957.656,504.43,-1009.2,938.685,596.02,-998.41,879.468,480.603,-1494.19,1500.68,445.824,-1622.59,1306.7,377.158,-1640.92,1156.25,,,,532.619,-1627.41,933.534,463.043,-1678.19,937.79,532.978,-1684.36,839.663,467.968,-1172.22,985.654,563.018,-1476.32,1007.56,292.128,-1337.58,1058.81,314.005,-1409.02,1066.35,452.409,-1171.67,716.9,451.408,-1205.18,455.119,337.887,-1243.53,360.985,171.821,-1317.02,210.185,117.313,-1377.39,274.415,214.982,-1327.37,130.725,606.932,-1503.1,818.982,704.09,-1457.3,574.06,720.131,-1469.12,407.21,716.03,-1457.96,151.039,627.041,-1444.73,196.358,766.715,-1420.04,111.197
612,0,536.099,-1177.96,1712.7,578.562,-1323.54,1740.9,412.488,-1243.33,1686.21,462.558,-1368.1,1689.89,378.736,-1327.77,1514.27,319.625,-1360.63,1249.12,539.031,-1293.73,1444.06,581.332,-1289.51,1324.12,342.313,-1425.4,1430.64,404.343,-1176.53,1491.16,328.142,-1072.22,1266.63,329.524,-1070.27,1091.53,406.601,-1018.62,1036.32,574.243,-1035.3,952.024,506.068,-1010.07,935.364,595.482,-997.277,873.154,494.691,-1493.48,1503.34,464.053,-1621.8,1308.24,397.415,-1640.7,1156.8,,,,555.834,-1623.42,936.379,486.963,-1675.6,939.429,558.654,-1680.23,842.526,479.707,-1172.78,988.322,575.175,-1476.83,1009.17,304.186,-1338.19,1060.99,325.988,-1409.69,1069.01,468.445,-1170.31,720.121,472.471,-1202.26,459.239,359.838,-1242.67,365.162,196.149,-1318.21,213.273,143.207,-1381.55,275.414,240.612,-1325.61,134.588,616.75,-1503.75,819.811,710.88,-1457.48,573.661,725.048,-1469.2,406.823,716.972,-1457.68,151.065,628.303,-1445.72,197.249,767.122,-1419.58,111.004
613,0,545.488,-1176.73,1715.71,589.626,-1321.78,1743.86,422.642,-1243.45,1689.07,474.285,-1367.52,1692.54,390.374,-1328.18,1516.97,331.574,-1361.76,1251.78,550.075,-1292.1,1446.83,592.235,-1287.39,1326.73,355.276,-1426.59,1433.35,413.813,-1176.64,1493.53,336.317,-1074.29,1268.21,337.307,-1074.5,1093.61,411.04,-1021.49,1036.22,576.303,-1034.67,946.501,507.078,-1010.9,932.185,594.112,-996.055,867.204,508.524,-1492.42,1506.25,481.977,-1620.78,1310.15,417.538,-1640.43,1157.73,,,,578.987,-1619.05,939.775,510.998,-1672.57,941.681,584.323,-1675.63,845.978,491.196,-1173.24,991.093,587.002,-1477.21,1011.03,315.927,-1338.63,1063.51,337.77,-1410.21,1071.81,484.409,-1168.73,723.616,493.362,-1199.32,463.381,381.988,-1241.08,368.652,222.1,-1318.94,214.11,169.199,-1383.99,274.374,268.392,-1324.26,136.654,626.298,-1504.13,820.827,717.258,-1457.44,573.594,729.169,-1469.18,406.648,718.133,-1457.27,150.991,631.201,-1446.5,197.863,767.438,-1419,110.816
614,0,554.68,-1175.25,1718.82,600.434,-1319.74,1747.03,432.704,-1243.25,1692.02,485.631,-1366.79,1695.49,401.707,-1328.51,1519.88,343.373,-1362.91,1254.71,560.819,-1290.26,1449.77,603.192,-1285.19,1329.71,368.096,-1427.61,1436.29,422.94,-1176.67,1495.96,344.298,-1076.47,1270,344.834,-1078.66,1096.07,415.292,-1024.31,1036.54,577.587,-1034.04,941.349,507.544,-1011.53,929.455,592.157,-995.011,861.565,522.12,-1491.26,1509.52,499.65,-1619.5,1312.46,437.529,-1639.89,1158.98,,,,601.982,-1614.28,943.789,534.891,-1669.14,944.413,609.95,-1670.47,849.981,502.847,-1173.36,994.476,598.624,-1477.48,1013.26,327.426,-1338.98,1066.33,349.292,-1410.64,1074.95,500.222,-1167.01,727.515,513.778,-1196.23,467.683,404.447,-1239.17,370.926,249.522,-1319.28,212.866,196.165,-1385.36,270.972,298.473,-1323.61,136.975,635.568,-1504.35,822.197,722.869,-1457.34,573.44,732.315,-1469.2,406.476,718.945,-1456.92,150.737,634.51,-1446.83,197.956,767.699,-1418.55,110.689
615,0,563.666,-1173.5,1722.03,610.961,-1317.42,1750.31,442.498,-1242.75,1695.11,496.768,-1365.72,1698.65,412.827,-1328.73,1522.93,355.006,-1364.09,1257.81,571.525,-1288.37,1453.06,613.804,-1282.97,1332.94,380.782,-1428.51,1439.45,431.921,-1176.65,1498.77,352.1,-1078.71,1272.08,352.082,-1082.75,1098.85,419.27,-1027.2,1037.23,578.359,-1033.45,936.652,507.548,-1012.22,927.259,589.478,-994.126,856.433,535.497,-1489.84,1513.1,517.084,-1618.08,1315.18,457.302,-1639.04,1160.68,,,,624.905,-1609.1,948.43,558.667,-1665.12,947.513,635.465,-1664.6,854.566,513.667,-1173.82,998.081,609.918,-1477.35,1015.73,338.78,-1339.4,1069.48,360.688,-1411.13,1078.35,515.768,-1165.21,731.715,533.798,-1193.17,472.185,427.511,-1237.4,372.517,278.121,-1319.01,209.796,224.181,-1386.01,265.694,330.174,-1322.76,135.968,644.767,-1504.27,823.951,727.766,-1457.32,573.529,734.941,-1469.29,406.355,719.489,-1456.75,150.91,637.98,-1446.61,198.237,767.941,-1418.22,110.677
616,0,572.556,-1171.48,1725.35,621.251,-1314.84,1753.69,452.107,-1241.95,1698.23,507.668,-1364.35,1701.86,423.739,-1328.84,1526.12,366.54,-1365.28,1261.01,581.9,-1286.38,1456.39,624.496,-1280.71,1336.4,393.296,-1429.3,1442.82,440.721,-1176.6,1501.57,359.774,-1080.95,1274.09,359.028,-1086.7,1101.68,422.807,-1029.78,1038.44,578.62,-1032.93,932.42,507.105,-1012.85,925.582,586.274,-993.265,851.891,548.693,-1488.21,1516.86,534.308,-1616.38,1318.31,476.74,-1637.75,1162.84,,,,647.435,-1603.51,953.546,582.251,-1660.73,951.112,660.755,-1658.27,859.709,524.335,-1174,1001.91,620.999,-1477.18,1018.54,349.648,-1339.8,1072.74,371.943,-1411.53,1081.78,530.698,-1163.24,736.416,553.757,-1190.51,476.488,451.081,-1235.39,373.054,308.074,-1318.02,205.292,252.832,-1385.81,258.396,363.363,-1321.63,133.889,653.518,-1503.94,825.593,732.174,-1457.15,573.729,737.773,-1468.99,406.405,720.108,-1456.6,151.276,640.536,-1446.2,198.956,768.223,-1417.95,110.725
617,0,581.125,-1169.19,1728.58,631.302,-1311.99,1757.23,461.497,-1241.01,1701.33,518.312,-1362.77,1705.28,434.546,-1328.73,1529.35,377.842,-1366.35,1264.35,592.095,-1284.28,1459.77,634.893,-1278.44,1339.84,405.691,-1429.95,1446.26,449.362,-1176.39,1504.45,367.174,-1083.32,1276.4,365.705,-1090.73,1104.72,425.937,-1032.49,1039.82,578.345,-1032.44,928.739,506.241,-1013.69,924.401,582.566,-992.825,847.82,561.67,-1486.4,1520.82,551.44,-1614.48,1321.79,495.838,-1636.23,1165.41,,,,669.698,-1597.5,959.25,605.57,-1656.01,955.328,685.729,-1651.58,865.513,534.581,-1174.11,1005.74,631.905,-1476.62,1021.37,360.24,-1340.36,1076.16,383.115,-1412.13,1085.56,545.527,-1161.34,741.149,573.343,-1188.08,480.668,474.909,-1233.3,372.996,338.84,-1316.77,199.78,281.972,-1384.86,249.878,398.016,-1320.11,131.152,662.616,-1503.87,827.798,736.379,-1456.94,574.061,740.392,-1468.67,406.571,720.785,-1456.33,151.53,641.872,-1445.95,199.832,768.517,-1417.67,110.893
618,0,589.474,-1166.8,1731.76,641.08,-1308.92,1760.77,470.7,-1239.93,1704.36,528.796,-1361.04,1708.75,445.117,-1328.56,1532.55,389.037,-1367.53,1267.69,602.128,-1282.08,1463.21,644.802,-1276.17,1343.22,417.958,-1430.5,1449.76,457.901,-1176.15,1507.35,374.344,-1085.68,1278.8,372.067,-1094.75,1107.98,428.738,-1035.61,1041.39,577.666,-1032.05,925.61,505.082,-1014.88,923.609,578.538,-992.09,844.76,574.527,-1484.42,1524.96,568.305,-1612.37,1325.6,514.563,-1634.57,1168.33,,,,691.499,-1591.21,965.449,628.598,-1650.69,959.824,710.302,-1644.26,871.681,544.684,-1173.9,1009.88,642.62,-1475.93,1024.1,370.535,-1341.04,1079.63,394.088,-1412.64,1089.13,559.83,-1159.4,746.384,592.535,-1185.83,484.509,498.861,-1231.25,372.559,370.621,-1314.69,193.553,312.024,-1383.95,240.272,433.401,-1317.75,127.779,671.785,-1502.71,830.066,740.289,-1456.5,574.335,742.496,-1468.49,407.018,721.417,-1456.13,151.969,641.802,-1445.63,200.664,768.895,-1417.43,111.156
619,0,597.515,-1164.26,1734.82,650.587,-1305.68,1764.37,479.632,-1238.76,1707.33,539.004,-1359.25,1712.15,455.588,-1328.21,1535.73,400.05,-1368.59,1271.07,612.024,-1279.78,1466.51,654.328,-1273.9,1346.4,430.17,-1430.96,1453.24,466.354,-1175.83,1510.17,381.236,-1088.07,1281.19,378.261,-1098.92,1111.27,431.602,-1038.76,1043.06,576.681,-1031.74,922.948,503.609,-1016.44,923.037,574.184,-991.922,841.868,587.216,-1482.2,1529.1,584.933,-1610.18,1329.64,533.087,-1632.99,1171.54,,,,712.922,-1584.71,972.152,651.209,-1645.34,965.017,734.533,-1636.74,878.467,554.268,-1173.69,1013.99,653.349,-1475.16,1026.76,380.696,-1341.78,1083.07,404.853,-1413.32,1092.7,573.611,-1157.39,751.533,611.25,-1183.62,487.853,522.809,-1229.21,371.577,403.115,-1312.97,186.37,343.688,-1383.27,229.452,469.803,-1314.33,124.644,679.373,-1502.3,831.613,744.13,-1456.22,574.814,744.545,-1468.37,407.439,721.905,-1455.85,152.446,641.054,-1445.66,202.14,769.306,-1417.1,111.362
620,0,605.12,-1161.51,1737.89,659.849,-1302.38,1767.97,488.306,-1237.54,1710.11,549.097,-1357.36,1715.49,465.946,-1327.8,1538.91,410.931,-1369.63,1274.31,621.783,-1277.45,1469.76,664.05,-1271.41,1349.64,442.286,-1431.21,1456.65,474.675,-1175.4,1512.98,387.867,-1090.6,1283.56,384.081,-1102.91,1114.36,433.894,-1041.84,1044.83,575.379,-1031.37,920.856,502.064,-1017.86,922.947,569.737,-991.514,839.933,599.778,-1479.8,1533.25,601.324,-1607.85,1333.75,551.318,-1631.53,1174.87,,,,733.951,-1577.93,979.131,673.65,-1639.53,970.233,758.278,-1628.66,885.364,563.558,-1173.28,1018.05,663.722,-1474.34,1028.9,390.702,-1342.69,1086.49,415.59,-1414.09,1096.24,586.617,-1155.4,756.637,629.56,-1181.38,491.046,546.75,-1226.6,370.353,436.579,-1310.4,179.786,376.205,-1382.57,218.297,506.344,-1309.84,121.507,687.756,-1501.04,833.142,747.879,-1455.92,575.303,746.693,-1468.08,407.889,722.58,-1455.48,152.934,640.224,-1445.44,203.388,769.774,-1416.74,111.603
621,0,612.6,-1158.86,1740.76,668.786,-1298.97,1771.32,496.823,-1236.29,1712.75,558.945,-1355.35,1718.63,476.233,-1327.28,1541.88,421.786,-1370.65,1277.46,631.402,-1274.95,1472.87,673.58,-1268.73,1352.75,454.259,-1431.38,1460.01,482.927,-1174.88,1515.57,394.219,-1092.92,1285.9,389.988,-1107.07,1117.47,435.802,-1044.85,1046.64,574.01,-1031,919.106,500.383,-1019.37,923.166,565.147,-991.738,837.996,612.251,-1477.26,1537.28,617.545,-1605.55,1337.92,569.356,-1630.22,1178.27,,,,754.525,-1570.77,986.265,695.629,-1633.67,975.755,781.682,-1620.2,892.588,572.545,-1172.79,1022.05,673.926,-1473.25,1030.76,400.696,-1343.54,1089.75,426.045,-1414.86,1099.69,599.506,-1153.72,762.057,647.014,-1178.98,494.061,570.44,-1224.1,368.886,470.352,-1307.4,173.048,409.609,-1381.84,206.919,542.826,-1304.8,118.603,694.855,-1500.51,834.44,751.631,-1455.58,575.699,748.862,-1467.79,408.383,723.403,-1455.06,153.719,639.928,-1444.52,204.616,770.306,-1416.24,111.961
622,0,620.007,-1156.25,1743.48,677.582,-1295.51,1774.6,505.134,-1234.99,1715.17,568.547,-1353.29,1721.5,486.44,-1326.64,1544.78,432.591,-1371.68,1280.18,640.905,-1272.41,1475.67,682.884,-1266.03,1355.51,466.16,-1431.57,1463.34,491.082,-1174.31,1518,400.41,-1095.42,1288.18,395.376,-1111.15,1120.51,437.618,-1047.91,1048.48,572.579,-1030.67,917.675,498.763,-1021.09,923.561,560.705,-991.717,836.845,624.575,-1474.66,1541.15,633.459,-1603.15,1342.08,587.138,-1629.09,1181.71,,,,774.557,-1563.53,993.589,717.247,-1627.58,981.341,804.506,-1611.47,899.957,581.39,-1172.28,1025.99,683.948,-1471.98,1032.55,410.601,-1344.3,1092.82,436.394,-1415.39,1102.79,611.456,-1151.89,766.644,663.466,-1176.53,497.169,593.837,-1221.58,367.4,504.325,-1304.83,166.003,443.772,-1380.56,195.512,579.913,-1297.7,116.631,702.425,-1499.49,835.784,755.461,-1455.18,576.122,751.144,-1467.39,408.91,724.06,-1454.6,154.437,640.696,-1443.2,205.938,770.841,-1415.84,112.393
623,0,626.949,-1153.44,1746.06,686.071,-1292.01,1777.56,513.276,-1233.59,1717.28,578.011,-1351.17,1724.1,496.468,-1325.98,1547.52,442.958,-1372.44,1283.27,650.24,-1269.71,1478.27,692.056,-1263.25,1358.09,477.854,-1431.53,1466.43,499.117,-1173.69,1520.18,406.306,-1097.68,1290.36,400.607,-1114.86,1123.36,439.518,-1050.73,1050.41,571.081,-1030.41,916.612,497.475,-1023.02,924.085,556.296,-992.278,835.682,636.839,-1471.89,1544.84,649.133,-1600.85,1346.1,604.743,-1627.92,1185.07,,,,794.234,-1556.22,1000.93,738.522,-1621.43,986.943,827.043,-1602.52,907.332,589.652,-1171.98,1029.33,694.144,-1471.05,1034.4,420.357,-1344.82,1095.7,446.49,-1415.86,1105.85,623.03,-1150.27,771.07,678.858,-1174.15,500.194,616.297,-1219,366.18,538.552,-1300.77,159.772,478.366,-1378.55,184.403,616.379,-1290.78,114.748,710.125,-1498.59,837.017,759.474,-1454.62,576.622,753.569,-1466.86,409.506,724.678,-1454,155.194,642.208,-1441.87,207.223,771.324,-1415.35,112.824
624,0,633.908,-1150.68,1748.44,694.466,-1288.59,1780.39,521.294,-1232.13,1719.12,587.309,-1348.94,1726.42,506.463,-1325.09,1549.9,453.343,-1373.08,1285.94,659.466,-1267.11,1480.61,701.037,-1260.55,1360.26,489.427,-1431.41,1469.26,507.067,-1173,1522.19,412.006,-1099.87,1292.52,405.706,-1118.34,1126.04,441.364,-1053.45,1052.31,569.632,-1030.22,915.776,495.846,-1024.65,924.879,552.198,-992.803,835.014,648.887,-1469.05,1548.15,664.615,-1598.43,1349.9,622.155,-1626.76,1188.18,,,,813.324,-1548.6,1008.14,759.441,-1615.12,992.362,848.904,-1593.36,914.723,598.075,-1171.32,1032.57,703.794,-1469.98,1035.95,429.905,-1345.19,1098.42,456.324,-1416.12,1108.74,632.832,-1148.86,774.514,692.77,-1171.93,502.905,637.81,-1216.04,365.274,572.458,-1296.01,153.699,513.109,-1375.71,173.798,652.281,-1283.31,113.1,717.719,-1497.55,838.318,763.702,-1454.03,577.2,756.071,-1466.29,410.123,725.461,-1453.42,156.084,644.172,-1441.04,208.97,771.872,-1414.9,113.305
625,0,640.765,-1147.87,1750.5,702.699,-1285,1782.96,529.205,-1230.62,1720.75,596.491,-1346.69,1728.55,516.226,-1324.22,1552.22,463.551,-1373.42,1288.44,668.596,-1264.3,1482.72,709.854,-1257.78,1362.2,500.77,-1431.2,1471.97,514.927,-1172.18,1523.94,417.525,-1101.96,1294.43,410.355,-1121.32,1128.6,443.22,-1055.99,1054.07,568.359,-1030.01,915.179,494.716,-1026.38,925.551,548.243,-993.477,834.354,660.647,-1466.14,1551.13,679.866,-1596.05,1353.48,639.297,-1625.59,1191.06,,,,831.978,-1541.17,1015.16,779.983,-1608.79,997.74,870.318,-1584.16,922.019,606.552,-1170.57,1035.25,713.762,-1468.49,1037.85,439.167,-1345.13,1100.87,466.216,-1415.85,1111.28,642.506,-1147.34,777.882,705.718,-1170.08,505.322,658.321,-1213.01,364.334,606.11,-1290.6,148.069,547.882,-1371.95,163.699,687.452,-1275.82,111.495,724.947,-1496.63,839.679,768.149,-1453.28,577.918,758.857,-1465.75,410.987,726.328,-1452.85,157.123,646.38,-1440.27,210.229,772.413,-1414.44,113.802
626,0,647.495,-1145,1752.3,710.747,-1281.28,1785.1,537.041,-1229,1722.16,605.599,-1344.31,1730.45,525.89,-1323.17,1554.3,473.629,-1373.55,1290.76,677.475,-1261.59,1484.54,718.478,-1255.03,1363.93,511.934,-1430.76,1474.32,522.757,-1171.25,1525.44,422.92,-1103.89,1296.26,414.789,-1123.89,1130.89,444.997,-1058.36,1055.76,567.574,-1029.64,914.81,493.798,-1028.28,926.312,545.094,-994.378,834.118,672.239,-1463.23,1553.78,694.872,-1593.6,1356.84,656.273,-1624.4,1193.71,,,,850.171,-1533.67,1021.98,800.066,-1602.35,1002.98,891.127,-1574.76,929.177,615.085,-1169.72,1037.51,722.732,-1467.8,1039.12,448.314,-1344.84,1103.13,475.775,-1415.45,1113.64,651.319,-1145.97,780.428,717.668,-1168.72,507.432,677.855,-1209.96,363.163,639.409,-1284.53,142.874,582.695,-1367.55,154.192,722.241,-1267.1,110.754,732.56,-1495.7,840.952,772.793,-1452.47,578.58,761.873,-1465.25,411.783,726.977,-1452.28,157.959,647.715,-1439.83,212.303,773.003,-1414.05,114.342
